,id,question.question_concept,question.choices,question.stem,keywords
664,ceb4ff8c131bfce127531b536430d70a,writing program,"[{'label': 'A', 'text': 'loop'}, {'label': 'B', 'text': 'unexpected results'}, {'label': 'C', 'text': 'frustration'}, {'label': 'D', 'text': 'errors'}, {'label': 'E', 'text': 'need to integrate'}]",James is writting a program but he doesn't understand why it's giving him the output that it is.  He knows that complex code can often produce what?,"['code', 'program', 'writting', 'output', 'complex']"
665,1b8259b7332bad1cf8e56a08049fea3b,lizard,"[{'label': 'A', 'text': 'costa rica'}, {'label': 'B', 'text': 'encyclopedia'}, {'label': 'C', 'text': 'lizard school'}, {'label': 'D', 'text': 'garden'}, {'label': 'E', 'text': 'captivity'}]","The lizard wanted to learn about the world, where did it look?","['lizard', 'look', 'world', 'learn', 'did']"
666,4cd1daf1aeca6931e6aeaca9661e2896,going to work,"[{'label': 'A', 'text': 'buy shoes'}, {'label': 'B', 'text': 'malaise'}, {'label': 'C', 'text': 'leave home'}, {'label': 'D', 'text': 'making money'}, {'label': 'E', 'text': 'stress'}]",What does a person have to do before going to work?,"['work', 'person', 'going', 'does']"
667,66a64a67308088a5581d185d8815b662,making friends,"[{'label': 'A', 'text': 'smiling'}, {'label': 'B', 'text': 'open mind'}, {'label': 'C', 'text': 'smile'}, {'label': 'D', 'text': 'common interests'}, {'label': 'E', 'text': 'talking'}]","He was making friends from all walks of life, he liked to keep an what about everyone?","['friends', 'life', 'liked', 'walks', 'making']"
668,8879bd744e04d698b552484101d4d8b2,human,"[{'label': 'A', 'text': 'two arms'}, {'label': 'B', 'text': 'consciousness'}, {'label': 'C', 'text': 'muscles'}, {'label': 'D', 'text': 'one body'}, {'label': 'E', 'text': 'body and mind'}]",What makes a human similar to a sea sponge?,"['sponge', 'sea', 'human', 'similar', 'makes']"
669,9f0111a457b4b7dab1da310415d647a9,wedding ring,"[{'label': 'A', 'text': 'finger'}, {'label': 'B', 'text': 'church'}, {'label': 'C', 'text': 'in a box'}, {'label': 'D', 'text': 'box'}, {'label': 'E', 'text': 'jewelery shop'}]",Where would you put a wedding ring after proposing?,"['ring', 'proposing', 'wedding']"
670,a0fc7a4636b11c3b6b08873f3503ef38,mechanic,"[{'label': 'A', 'text': 'highway'}, {'label': 'B', 'text': 'machine parts'}, {'label': 'C', 'text': 'repair shop'}, {'label': 'D', 'text': 'race track'}, {'label': 'E', 'text': 'garage'}]",Where could a car become damaged and need a mechanic?,"['car', 'mechanic', 'damaged', 'need']"
671,cdb458320801b3a89777f34c8cdd5a54,being cold,"[{'label': 'A', 'text': 'make patchwork quilt'}, {'label': 'B', 'text': 'light fire'}, {'label': 'C', 'text': 'go swimming'}, {'label': 'D', 'text': 'get warm'}, {'label': 'E', 'text': 'knit'}]",What might someone do as a hobby that will keep them from being cold?,"['cold', 'hobby']"
672,761538adda5a35d30d3f41e354c640c7,tree,"[{'label': 'A', 'text': 'fall down'}, {'label': 'B', 'text': 'cast shadow'}, {'label': 'C', 'text': 'burn'}, {'label': 'D', 'text': 'branch out'}, {'label': 'E', 'text': 'provide shelter'}]",WHat doesn't often happen to trees naturally?,"['trees', 'naturally', 'happen', 'doesn']"
673,f333000ded17e62b87355949d8b96c32,everyone,"[{'label': 'A', 'text': 'unique personality'}, {'label': 'B', 'text': 'feelings'}, {'label': 'C', 'text': 'electrical circuit'}, {'label': 'D', 'text': 'make living'}, {'label': 'E', 'text': 'values'}]",Most everyone at least partially agrees on some basic human what that society has?,"['society', 'human', 'basic', 'agrees', 'partially']"
674,727b07571c58d6cb98865961aa15b1c9,forest,"[{'label': 'A', 'text': 'africa'}, {'label': 'B', 'text': 'countryside'}, {'label': 'C', 'text': 'national park'}, {'label': 'D', 'text': 'amazon basin'}, {'label': 'E', 'text': 'temperate zone'}]",Where would you find a forest that has a large amount of rain?,"['forest', 'rain', 'large']"
675,44fd884b7a03d5ff6b8a0fa5126e1f19,gentleman,"[{'label': 'A', 'text': 'paris'}, {'label': 'B', 'text': 'club'}, {'label': 'C', 'text': 'church'}, {'label': 'D', 'text': 'suit'}, {'label': 'E', 'text': 'europe'}]","A gentleman was giving a tour of the greatest palaces and museum, where was he giving them>","['palaces', 'museum', 'tour', 'gentleman', 'giving']"
676,c7e4e5829ee9ad26b801fe0889d721a0,shed,"[{'label': 'A', 'text': 'farm yard'}, {'label': 'B', 'text': 'hold things'}, {'label': 'C', 'text': 'backyard'}, {'label': 'D', 'text': 'backyard'}, {'label': 'E', 'text': 'ranch'}]",If you raise food animals where would you put a shed?,"['shed', 'animals', 'food', 'raise']"
677,0638db6a74413dbae26b1d65725110e5,using computer,"[{'label': 'A', 'text': 'program created'}, {'label': 'B', 'text': 'stress'}, {'label': 'C', 'text': 'keyboard'}, {'label': 'D', 'text': 'pleasure'}, {'label': 'E', 'text': 'increased efficiency'}]","The man made a living using computer to create software, everybody at work uses a what by him?","['computer', 'software', 'work', 'uses', 'using']"
678,be6ef28148974512686aacd1a7463c22,work,"[{'label': 'A', 'text': 'relaxation'}, {'label': 'B', 'text': 'unemployment'}, {'label': 'C', 'text': 'desk'}, {'label': 'D', 'text': 'do nothing'}, {'label': 'E', 'text': 'workhour'}]","Sam pretended to go to work every day, because he couldn't tell his wife about his what?","['sam', 'pretended', 'wife', 'work', 'couldn']"
679,8cd59b279b5af91fb0cb8335fd5516b6,harmonica,"[{'label': 'A', 'text': 'rock band'}, {'label': 'B', 'text': 'its case'}, {'label': 'C', 'text': 'music store'}, {'label': 'D', 'text': 'pocket'}, {'label': 'E', 'text': 'mouth'}]",Where does a street performer keep their harmonica?,"['harmonica', 'performer', 'street', 'does']"
680,379a3a817a2b225dd849efc173c4df4d,cooks,"[{'label': 'A', 'text': 'better food'}, {'label': 'B', 'text': 'not your own choice of foods'}, {'label': 'C', 'text': 'bread fish'}, {'label': 'D', 'text': 'prepare meals'}, {'label': 'E', 'text': 'season with salt'}]",What would be the result of hiring cooks?,"['cooks', 'hiring', 'result']"
681,b8cd5bc0ed1f45290d180c6468e73583,picture,"[{'label': 'A', 'text': 'wall'}, {'label': 'B', 'text': 'table'}, {'label': 'C', 'text': 'newspaper'}, {'label': 'D', 'text': 'desktop'}, {'label': 'E', 'text': 'book'}]",What periodical has articles and pictures?,"['articles', 'periodical', 'pictures']"
682,15ad2d0c4ceb47701ed34a549311aa1f,kosher restaurant,"[{'label': 'A', 'text': 'new york city'}, {'label': 'B', 'text': 'jerusalem'}, {'label': 'C', 'text': 'jewish neighborhoods'}, {'label': 'D', 'text': 'seattle'}, {'label': 'E', 'text': 'boston'}]",What American area is likely to have many kosher restaurants?,"['restaurants', 'kosher', 'american', 'area', 'likely']"
683,fd491ed1457a6b37f1e246498bf07d3e,pillow,"[{'label': 'A', 'text': 'make seat softer'}, {'label': 'B', 'text': 'home'}, {'label': 'C', 'text': 'bedroom'}, {'label': 'D', 'text': 'rest area'}, {'label': 'E', 'text': 'motel'}]",What is a place that you can usually see a pillow in regardless of where you are in it?,"['pillow', 'place', 'usually', 'regardless']"
684,c364577af9adffb9e7920a772b8e36e5,drug,"[{'label': 'A', 'text': 'pharmacy'}, {'label': 'B', 'text': 'cupboard'}, {'label': 'C', 'text': 'bottle'}, {'label': 'D', 'text': 'medicine cabinet'}, {'label': 'E', 'text': 'grocery story'}]",Where can someone pick up a drug from a licensed professional?,"['drug', 'licensed', 'professional', 'pick']"
685,2e5bf096d00e72abca2fd344b9902a5f,sun,"[{'label': 'A', 'text': 'dry clothes'}, {'label': 'B', 'text': 'dry ground'}, {'label': 'C', 'text': 'brown skin'}, {'label': 'D', 'text': 'shine brightly'}, {'label': 'E', 'text': 'hot feet'}]",What becomes more prevalent on white people as they spend more time in the sun?,"['sun', 'white', 'prevalent', 'people', 'time']"
686,8494f80ab586308db6247293662555aa,athlete,"[{'label': 'A', 'text': 'stadium'}, {'label': 'B', 'text': 'locker room'}, {'label': 'C', 'text': 'sporting event'}, {'label': 'D', 'text': 'olympics'}, {'label': 'E', 'text': 'bench'}]",Where do the best athletes go?,"['athletes', 'best']"
687,b1c3c73bc40f8c79f6731f845088d713,read book,"[{'label': 'A', 'text': 'experience'}, {'label': 'B', 'text': 'education'}, {'label': 'C', 'text': 'open up'}, {'label': 'D', 'text': 'knowledge'}, {'label': 'E', 'text': 'learning'}]",What are students getting when they read book in school?,"['book', 'school', 'students', 'read', 'getting']"
688,7faa58c01932e22f23783a15f00afe41,politicians,"[{'label': 'A', 'text': 'washington d.c'}, {'label': 'B', 'text': 'legislate'}, {'label': 'C', 'text': 'government'}, {'label': 'D', 'text': 'field questions'}, {'label': 'E', 'text': 'parliament'}]",Politicians run what part of the country?,"['politicians', 'country', 'run']"
689,7f4a224827a03149f5c3ba86a561dfcd,mustard,"[{'label': 'A', 'text': 'glass'}, {'label': 'B', 'text': 'fast food restaurant'}, {'label': 'C', 'text': 'refrigerator'}, {'label': 'D', 'text': 'jar'}, {'label': 'E', 'text': 'fridge'}]",What is fancy mustard stored in?,"['mustard', 'stored', 'fancy']"
690,bddfdd79ebbc32ce047b967cd6ab5e09,closet,"[{'label': 'A', 'text': 'store'}, {'label': 'B', 'text': 'bedroom'}, {'label': 'C', 'text': 'house'}, {'label': 'D', 'text': 'school'}, {'label': 'E', 'text': 'coats'}]",Where are you likely to find a large closet?,"['closet', 'large', 'likely']"
691,2309b5e442bcfbc45c3b22fda39b9f99,nerve,"[{'label': 'A', 'text': 'human body'}, {'label': 'B', 'text': 'brainstem'}, {'label': 'C', 'text': 'nose'}, {'label': 'D', 'text': ""person's body""}, {'label': 'E', 'text': 'animal'}]","The surgeon traced the nerve to its source, where did he end up?","['nerve', 'surgeon', 'traced', 'source', 'end']"
692,815870bc57582b783e9e5246e275b2a6,alcohol,"[{'label': 'A', 'text': 'drunkenness'}, {'label': 'B', 'text': 'present'}, {'label': 'C', 'text': 'amnesia'}, {'label': 'D', 'text': 'hangover'}, {'label': 'E', 'text': 'burn'}]",What do you get the day after drinking a lot of alcohol?,"['alcohol', 'drinking', 'day', 'lot']"
693,86ac1713b4e09b1f8bbce8228af15885,entertaining,"[{'label': 'A', 'text': 'boredom'}, {'label': 'B', 'text': 'favors'}, {'label': 'C', 'text': 'gratification'}, {'label': 'D', 'text': 'laughter'}, {'label': 'E', 'text': 'fatigue'}]","She insisted it would be entertaining, but still some felt what?","['entertaining', 'felt', 'insisted']"
694,3a9be28536949a1b9a2b2914bbf6dee2,person,"[{'label': 'A', 'text': 'will succeed'}, {'label': 'B', 'text': 'thank god'}, {'label': 'C', 'text': 'death'}, {'label': 'D', 'text': 'own property'}, {'label': 'E', 'text': 'bring home'}]","If a person works hard and applies themselves, what is the end result for them?","['result', 'applies', 'person', 'hard', 'works']"
695,50b48381f8367c4b4b19d7606f6a78dc,police officer,"[{'label': 'A', 'text': 'underground'}, {'label': 'B', 'text': 'case'}, {'label': 'C', 'text': 'city'}, {'label': 'D', 'text': 'street'}, {'label': 'E', 'text': 'beat'}]",Where would a police officer be likely to stop a car?,"['police', 'car', 'officer', 'stop', 'likely']"
696,2e307ed8cdc5f3a74b97f865fef2d434,trash can,"[{'label': 'A', 'text': 'motel'}, {'label': 'B', 'text': 'alley'}, {'label': 'C', 'text': 'bus stop'}, {'label': 'D', 'text': 'park'}, {'label': 'E', 'text': 'corner'}]",What waiting area is typically next to a trash can?,"['trash', 'waiting', 'area', 'typically']"
697,7dc62c5e6733eedaea1db5c221b9e518,spitting,"[{'label': 'A', 'text': 'snot'}, {'label': 'B', 'text': 'saliva nd mouth'}, {'label': 'C', 'text': 'spittle'}, {'label': 'D', 'text': 'disease'}, {'label': 'E', 'text': 'phlegm'}]",What do you typically need to keep spitting up when youi're sick?,"['spitting', 'sick', 'need', 'typically', 'youi']"
698,fef4406ca970fbb91c9fcb52b753ca9a,god,"[{'label': 'A', 'text': 'compassion'}, {'label': 'B', 'text': 'mosque'}, {'label': 'C', 'text': 'heaven'}, {'label': 'D', 'text': 'synagogue'}, {'label': 'E', 'text': 'church'}]",Where may a Jewish person go to worship?,"['worship', 'jewish', 'person']"
699,f3ea1ea425cfe1ea2bff6589976fc29a,football field,"[{'label': 'A', 'text': 'state'}, {'label': 'B', 'text': 'players'}, {'label': 'C', 'text': 'city'}, {'label': 'D', 'text': 'high school'}, {'label': 'E', 'text': 'university'}]","Over one hundred thousand fans filled the stadium to watch the football field, it was a big rivalry match up for the what?","['stadium', 'rivalry', 'football', 'fans', 'match']"
700,4b6c5407673e33a691ab081ff99ea87e,crab,"[{'label': 'A', 'text': 'red lobster'}, {'label': 'B', 'text': 'stew pot'}, {'label': 'C', 'text': 'human resources'}, {'label': 'D', 'text': 'chesapeake bay'}, {'label': 'E', 'text': ""boss's office""}]",Where should you take a crab delivery invoice?,"['invoice', 'delivery', 'crab']"
701,1884a3fb3f50879e8c7432c649b96880,bench,"[{'label': 'A', 'text': 'bus stop'}, {'label': 'B', 'text': 'garden'}, {'label': 'C', 'text': 'train station'}, {'label': 'D', 'text': 'bus depot'}, {'label': 'E', 'text': 'rest area'}]",What likely has one bench?,"['bench', 'likely']"
702,d01e4fd41aa0a4ab2b2cf1a6341ccee5,audience,"[{'label': 'A', 'text': 'television'}, {'label': 'B', 'text': 'arena'}, {'label': 'C', 'text': 'theatre'}, {'label': 'D', 'text': 'concert hall'}, {'label': 'E', 'text': 'presentation'}]",Where would you find an audience watching football?,"['football', 'audience', 'watching']"
703,ea619f8fa41694248f52a71e44c99b54,mammoth,"[{'label': 'A', 'text': 'antique store'}, {'label': 'B', 'text': 'antarctica'}, {'label': 'C', 'text': 'forest'}, {'label': 'D', 'text': 'pleistocene'}, {'label': 'E', 'text': 'smithsonian institution'}]","There were endless things to see during the trip, but the child's favorite exhibit was the mammoth at where?","['mammoth', 'exhibit', 'trip', 'child', 'endless']"
704,7d56afe44746efe099c883255dafacf3,ferret,"[{'label': 'A', 'text': 'out of doors'}, {'label': 'B', 'text': 'comic book'}, {'label': 'C', 'text': 'moon'}, {'label': 'D', 'text': 'outdoors'}, {'label': 'E', 'text': 'north carolina'}]",If a ferret was being affected by a hurricane in September 2018 he probably lives where?,"['hurricane', 'ferret', 'september', 'affected', 'probably']"
705,035336786850646c673a6b3f0953347f,drinking alcohol,"[{'label': 'A', 'text': 'do a jig'}, {'label': 'B', 'text': 'have fun'}, {'label': 'C', 'text': 'inebriation'}, {'label': 'D', 'text': 'vomit'}, {'label': 'E', 'text': 'start singing'}]",In an Irish pub what is likely to happen when people are drinking alcohol?,"['alcohol', 'drinking', 'irish', 'pub', 'people']"
706,fd9c4345ae1dbae62ff4b3398b38a20e_1,jeans,"[{'label': 'A', 'text': 'clothing store'}, {'label': 'B', 'text': 'gap'}, {'label': 'C', 'text': 'supermarket'}, {'label': 'D', 'text': 'shopping mall'}, {'label': 'E', 'text': 'laundromat'}]","She dug quarters out of her jeans to wash her jeans, the next couple hours would be spent where?","['jeans', 'wash', 'quarters', 'hours', 'spent']"
707,6339b9156ee1ff029eebfa60e2b77148,cat,"[{'label': 'A', 'text': 'eat food'}, {'label': 'B', 'text': 'see at night'}, {'label': 'C', 'text': 'sun itself'}, {'label': 'D', 'text': 'run away'}, {'label': 'E', 'text': 'cast shadow'}]",What does a cat do when the sun is on it?,"['sun', 'cat', 'does']"
708,4d9a83c32929d05d5302f3417be8a3fb,ventilation system,"[{'label': 'A', 'text': 'house'}, {'label': 'B', 'text': 'hospital'}, {'label': 'C', 'text': 'office building'}, {'label': 'D', 'text': 'large building'}, {'label': 'E', 'text': 'shed'}]",What old type of building is likely to have no ventilation system?,"['ventilation', 'building', 'old', 'type', 'likely']"
709,205e5e205ced0e8c7a16f40aaf110314,person,"[{'label': 'A', 'text': 'hurry home'}, {'label': 'B', 'text': 'feel loved'}, {'label': 'C', 'text': 'gain weight'}, {'label': 'D', 'text': 'feel rested'}, {'label': 'E', 'text': 'laugh out loud'}]",What does a person do after a long day of work?,"['work', 'day', 'long', 'person', 'does']"
710,e6493a7784066498ca71ff5f0a267414,literature,"[{'label': 'A', 'text': 'work'}, {'label': 'B', 'text': 'public library'}, {'label': 'C', 'text': 'shelf'}, {'label': 'D', 'text': 'books and magazines'}, {'label': 'E', 'text': 'own home'}]",Name some mediums for literature.,"['literature', 'mediums']"
711,3084dbc71b99d87eee99fc1f45d5d40a,talking,"[{'label': 'A', 'text': 'sore throat'}, {'label': 'B', 'text': 'attempting to communicate'}, {'label': 'C', 'text': 'making sound'}, {'label': 'D', 'text': 'people to listen'}, {'label': 'E', 'text': 'hanging out'}]","Danny knew they were talking, but he couldn't make out what they were saying. He wished he could read lips.   At this distance he couldn't even be sure if they were doing what?","['danny', 'talking', 'lips', 'distance', 'couldn']"
712,30ec8fef21199b46599ae9c10a3476ce,procreate,"[{'label': 'A', 'text': 'moaning'}, {'label': 'B', 'text': 'die'}, {'label': 'C', 'text': 'std'}, {'label': 'D', 'text': 'kiss'}, {'label': 'E', 'text': 'leave will'}]",What do people do when they are enjoying the process of procreate?,"['procreate', 'enjoying', 'process', 'people']"
713,c72bd9d5562b02645694f7e9014749f4,shareholder,"[{'label': 'A', 'text': 'building'}, {'label': 'B', 'text': 'large company'}, {'label': 'C', 'text': 'annual general meeting'}, {'label': 'D', 'text': 'factory'}, {'label': 'E', 'text': 'research center'}]",A shareholder in a manufacturing firm is part owner of what structure that creates products?,"['shareholder', 'manufacturing', 'owner', 'creates', 'products']"
714,856c44264a264bdd45da0d74b70f79d1,atlantic ocean,"[{'label': 'A', 'text': 'submarines'}, {'label': 'B', 'text': 'earth'}, {'label': 'C', 'text': 'planet'}, {'label': 'D', 'text': 'basin'}, {'label': 'E', 'text': 'atlas'}]",What is the place in the atlantic ocean where its tectonic plates meet?,"['tectonic', 'ocean', 'plates', 'atlantic', 'place']"
715,f2d0bd0551aca2858d66e3a631b5a005,weasel,"[{'label': 'A', 'text': 'fairytale'}, {'label': 'B', 'text': 'law office'}, {'label': 'C', 'text': 'great outdoors'}, {'label': 'D', 'text': 'cartoon'}, {'label': 'E', 'text': 'court room'}]",Where would you see a weasel that is not real?,"['weasel', 'real']"
716,68794a034db481b68ef68dd36251811c,bedroom,"[{'label': 'A', 'text': 'apartment'}, {'label': 'B', 'text': 'chairs'}, {'label': 'C', 'text': 'loft'}, {'label': 'D', 'text': 'dwelling'}, {'label': 'E', 'text': 'at hotel'}]","It only had one bedroom but that was fine for the bachelor, he paid for the month at the what?","['bedroom', 'bachelor', 'month', 'paid', 'fine']"
717,bf65a026a37c3a74c77980907791b2bb,humans,"[{'label': 'A', 'text': 'animal'}, {'label': 'B', 'text': 'brains'}, {'label': 'C', 'text': 'two legs'}, {'label': 'D', 'text': 'one mouth'}, {'label': 'E', 'text': 'two ears'}]",What differentiates humans from each other?,"['humans', 'differentiates']"
718,2c6c6cb26c15a62a12af86c1e9c14aac,mouse,"[{'label': 'A', 'text': 'desk drawer'}, {'label': 'B', 'text': 'computer lab'}, {'label': 'C', 'text': 'cupboard'}, {'label': 'D', 'text': 'old barn'}, {'label': 'E', 'text': 'research laboratory'}]",Where can you find a plastic mouse?,"['mouse', 'plastic']"
719,a64f862ebb15edf91ef94165a4a1c6f0,name,"[{'label': 'A', 'text': 'unknown'}, {'label': 'B', 'text': 'pseudonym'}, {'label': 'C', 'text': 'anonymous'}, {'label': 'D', 'text': 'dad'}, {'label': 'E', 'text': 'call person'}]","Jake didn't know the name of his father, so he just put what into the search?","['jake', 'father', 'search', 'know', 'didn']"
720,b72b40d6e66fcdbc623babd7235cdc7c,entertaining,"[{'label': 'A', 'text': 'favors'}, {'label': 'B', 'text': 'pain'}, {'label': 'C', 'text': 'laughter'}, {'label': 'D', 'text': 'boredom'}, {'label': 'E', 'text': 'gratification'}]","Mom wanted to make her son's birthday party entertaining, so what did she provide?","['party', 'mom', 'birthday', 'entertaining', 'son']"
721,517edd06965a60513e728b985b024d85,seaweed,"[{'label': 'A', 'text': 'beach'}, {'label': 'B', 'text': 'water'}, {'label': 'C', 'text': 'sandbar'}, {'label': 'D', 'text': 'ocean'}, {'label': 'E', 'text': 'found in ocean'}]",where do you find dry seaweed ?,"['seaweed', 'dry']"
722,11016649709a58b835e1c942aae85f5a,crab,"[{'label': 'A', 'text': 'pet shop'}, {'label': 'B', 'text': 'beach sand'}, {'label': 'C', 'text': 'fishmongers'}, {'label': 'D', 'text': 'intertidal zone'}, {'label': 'E', 'text': 'chesapeake bay'}]",A crab is scurry along the shore where it can be seen where is it?,"['crab', 'shore', 'scurry', 'seen']"
723,5e5a5ea6eaeb327fa33619a08f247200,attempt,"[{'label': 'A', 'text': 'fail'}, {'label': 'B', 'text': 'trying'}, {'label': 'C', 'text': 'fail'}, {'label': 'D', 'text': 'leave'}, {'label': 'E', 'text': 'give up'}]",What happens when we don't succeed at something we attempt?,"['succeed', 'attempt', 'happens', 'don']"
724,d9938d5c680c2d4a9ed0ce3036995986,friends,"[{'label': 'A', 'text': 'meet for lunch'}, {'label': 'B', 'text': 'part ways'}, {'label': 'C', 'text': 'disenfranchise'}, {'label': 'D', 'text': 'leave'}, {'label': 'E', 'text': 'comfort'}]",Friends come and go but true friendships never what?,"['friendships', 'friends', 'true', 'come']"
725,65bc9dec9ead8c35f21eedcd7036546b,waiting for,"[{'label': 'A', 'text': 'anxiety'}, {'label': 'B', 'text': 'have fun'}, {'label': 'C', 'text': 'tedious'}, {'label': 'D', 'text': 'draining'}, {'label': 'E', 'text': 'time consuming'}]","Waiting for the results require doing the same thing over and over, he didn't think it was necessary and found the task what?","['task', 'results', 'waiting', 'think', 'didn']"
726,dab4b31552d36394a1642512fa08c021,fast food restaurant,"[{'label': 'A', 'text': 'center of town'}, {'label': 'B', 'text': 'populated area'}, {'label': 'C', 'text': 'theatre'}, {'label': 'D', 'text': 'shopping mall'}, {'label': 'E', 'text': 'strip mall'}]",Where would you find a fast food restaurant along side other merchants out of doors?,"['restaurant', 'merchants', 'doors', 'food', 'fast']"
727,98205e970f763ed2b588413d02b37056,person,"[{'label': 'A', 'text': 'family and friends'}, {'label': 'B', 'text': 'own house'}, {'label': 'C', 'text': 'english house'}, {'label': 'D', 'text': 'cotton candy'}, {'label': 'E', 'text': 'meaningful work'}]",What does a person at a charity have?,"['charity', 'person', 'does']"
728,13d601f5ec430a33d3e0912d3fb1d856,using television,"[{'label': 'A', 'text': 'visual'}, {'label': 'B', 'text': 'boredom'}, {'label': 'C', 'text': 'laziness'}, {'label': 'D', 'text': 'falling asleep'}, {'label': 'E', 'text': 'sick'}]","There was nothing to do, so the child was using television, why would he do that?","['television', 'child', 'using']"
729,5341e0f6463882349a68c98a9c962ee1,keys,"[{'label': 'A', 'text': 'shelf'}, {'label': 'B', 'text': 'front pocket'}, {'label': 'C', 'text': 'back pocket'}, {'label': 'D', 'text': 'purse'}, {'label': 'E', 'text': 'piano'}]","The woman lost her keys, where should she look?","['woman', 'keys', 'lost', 'look']"
730,c7462a96e9cfc9c261c2806e4e8d95bc,excavation,"[{'label': 'A', 'text': 'street'}, {'label': 'B', 'text': 'construction site'}, {'label': 'C', 'text': 'under ground'}, {'label': 'D', 'text': 'city'}, {'label': 'E', 'text': 'cemetary'}]",Where in an excavation would you need a flashlight to see?,"['flashlight', 'excavation', 'need']"
731,a65e24918f04b6c5514db689017ecb12,talking to,"[{'label': 'A', 'text': 'boredom'}, {'label': 'B', 'text': 'learn'}, {'label': 'C', 'text': 'persuaded'}, {'label': 'D', 'text': 'nursing home'}, {'label': 'E', 'text': 'communication'}]",What do people want to spend time talking to their elders?,"['elders', 'talking', 'people', 'time', 'want']"
732,bcbad4675403e58142f0f14249c08935,text,"[{'label': 'A', 'text': 'sequence of words'}, {'label': 'B', 'text': 'fade'}, {'label': 'C', 'text': 'field'}, {'label': 'D', 'text': 'explaining'}, {'label': 'E', 'text': 'book'}]",Text on a page will do what if exposed to sunlight for too long?,"['text', 'sunlight', 'page', 'exposed', 'long']"
733,1851f5d560962ba4ae8c35bae8189a0b,poet,"[{'label': 'A', 'text': 'garden'}, {'label': 'B', 'text': 'home'}, {'label': 'C', 'text': 'bedroom'}, {'label': 'D', 'text': 'university'}, {'label': 'E', 'text': 'classroom'}]",Where does a poet go when they're done at work?,"['poet', 'work', 'does']"
734,0ef7dabdb46fb90189ff5a8188def6e1,rubber stamp,"[{'label': 'A', 'text': 'office'}, {'label': 'B', 'text': 'art class'}, {'label': 'C', 'text': 'desk'}, {'label': 'D', 'text': 'made'}, {'label': 'E', 'text': 'indiana'}]",Where would you use a floral rubber stamp?,"['stamp', 'floral', 'rubber', 'use']"
735,e1c8cb2ace35327a283c050cac2257e9,person,"[{'label': 'A', 'text': 'nice family'}, {'label': 'B', 'text': 'headache'}, {'label': 'C', 'text': 'balanced diet'}, {'label': 'D', 'text': 'get enough sleep'}, {'label': 'E', 'text': 'strong bones'}]",How can a person makes sure they aren't overtired?,"['overtired', 'person', 'aren', 'makes', 'sure']"
736,54eb46b65cca90e5a2b29afd642f2e2b,kiss,"[{'label': 'A', 'text': 'show affection'}, {'label': 'B', 'text': 'companion'}, {'label': 'C', 'text': 'manipulate'}, {'label': 'D', 'text': 'smile'}, {'label': 'E', 'text': 'lips'}]","They were at a museum for the band kiss, their what was a huge fan?","['museum', 'fan', 'band', 'kiss', 'huge']"
737,c3c7df7de3d26d4410b45d3737a2c52d,seeing people play game,"[{'label': 'A', 'text': 'sadness'}, {'label': 'B', 'text': 'entertainment'}, {'label': 'C', 'text': 'interest'}, {'label': 'D', 'text': 'entertaining'}, {'label': 'E', 'text': 'stress'}]",james doesn't like seeing people play games.  He doesn't have any what in it?,"['james', 'play', 'games', 'like', 'seeing']"
738,8955775b2a550c80fefe08c009183ca2,shopping,"[{'label': 'A', 'text': 'cash'}, {'label': 'B', 'text': 'money and time'}, {'label': 'C', 'text': 'having money'}, {'label': 'D', 'text': 'travel'}, {'label': 'E', 'text': 'spending money'}]",What is required if you want to make a purchase when shopping?,"['shopping', 'purchase', 'required', 'want', 'make']"
739,d7c73d54e02c2fa9d75afa67484f12bd,homeless people,"[{'label': 'A', 'text': 'bus depot'}, {'label': 'B', 'text': 'bridge'}, {'label': 'C', 'text': 'street'}, {'label': 'D', 'text': 'require donations from passersby'}, {'label': 'E', 'text': 'hotel'}]",Where do homeless people take shelter?,"['homeless', 'shelter', 'people']"
740,70d45d88e5155327914c4752046148e7,ants,"[{'label': 'A', 'text': 'sleep'}, {'label': 'B', 'text': 'circle food'}, {'label': 'C', 'text': 'crawl'}, {'label': 'D', 'text': 'fly'}, {'label': 'E', 'text': 'follow one another'}]",What can't ants do that other bugs can?,"['ants', 'bugs']"
741,52a0005c91e59133e979f7b93ddfc0da,citizen,"[{'label': 'A', 'text': 'countryfolk'}, {'label': 'B', 'text': 'subject'}, {'label': 'C', 'text': 'vote'}, {'label': 'D', 'text': 'alien'}, {'label': 'E', 'text': 'fish'}]","John was an urban citizen, he didn't know how to deal with the what?","['john', 'urban', 'citizen', 'didn', 'know']"
742,4d13ee7deb7702b64a356a2a4a47f122,clothing,"[{'label': 'A', 'text': 'closet'}, {'label': 'B', 'text': 'mall'}, {'label': 'C', 'text': 'house'}, {'label': 'D', 'text': 'suitcase'}, {'label': 'E', 'text': 'drawer'}]",Bobby bought a lot of new clothing. When he got home he put the clothes on hangers and stored them where?,"['hangers', 'clothes', 'clothing', 'stored', 'bobby']"
743,bcedebfc8d41b24067f05d726352d376,grape,"[{'label': 'A', 'text': 'sunshine'}, {'label': 'B', 'text': 'cart'}, {'label': 'C', 'text': 'deserts'}, {'label': 'D', 'text': 'bowl of fruit'}, {'label': 'E', 'text': 'shops'}]",John  wanted some grapes and went looking for the. He found some California grapes in several what?,"['grapes', 'california', 'john', 'looking', 'went']"
