,question.stem,keywords,answer
3572,WHere do you typically buy prescription suntan lotion?,"['suntan', 'lotion', 'prescription', 'buy', 'typically']",pharmacy
3573,If you like your jeans already broken in where should you shop?,"['jeans', 'shop', 'broken', 'like']",thrift store
3574,Where would you put a ficus if you do not want it to damage your floor?,"['ficus', 'floor', 'damage', 'want']",container
3575,What do people do to pass time when washing clothes?,"['washing', 'clothes', 'people', 'time', 'pass']",singing
3576,"The demand from people was high, how can chaos be avoided?","['chaos', 'demand', 'people', 'high', 'avoided']",wait in line
3577,Humans usually get what from taking a break?,"['break', 'humans', 'usually', 'taking']",relaxation
3578,"If I wanted to buy a chess pawn, where would be a good place to look?","['pawn', 'chess', 'buy', 'place', 'wanted']",toy store
3579,Billy and June were driving down the street when they heard lovely sound coming from a something.  What might that be?,"['sound', 'billy', 'driving', 'street', 'june']",concert hall
3580,John didn't think he and Steve should be competing against each other.  It wasn't good for their relationship.  The losers always felt jealousy and what?,"['john', 'competing', 'losers', 'jealousy', 'steve']",resentment
3581,Why would you be getting in shape?,"['shape', 'getting']",good health
3582,What does lying about oneself likely to lead to?,"['lying', 'oneself', 'lead', 'likely', 'does']",problems
3583,What does someone committing suicide want to do?,"['suicide', 'committing', 'want', 'does']",die
3584,"She was pretending to be happy for others, she would always what?","['pretending', 'happy']",smile
3585,Where can you work on needlepoint near the entrance of you home?,"['needlepoint', 'work', 'near', 'home', 'entrance']",livingroom
3586,"James needed more sleep at night, so he did what earlier?","['james', 'sleep', 'night', 'earlier', 'did']",go to sleep
3587,"James goes to church regularly.  He needs to move, but wants to move to a place with a church.  Where, in America, might one expect to find a church?","['church', 'america', 'place', 'james', 'regularly']",every town
3588,When potatoes aren't raised in town where are they raised?,"['potatoes', 'raised', 'town', 'aren']",countryside
3589,"Some say they are at odds, but many find solace in both science and what?","['science', 'solace', 'odds', 'say']",religion
3590,What does someone who does not feel alacrity or anything feel?,"['feel', 'alacrity', 'does']",apathy
3591,"The mammoth has often been considered for cloning, if this happened it would would make it no longer just what?","['cloning', 'mammoth', 'considered', 'just', 'make']",ancient history
3592,"The troublemaker had been hoping for a soft punishment, but the ruling handed down was quite what?","['punishment', 'ruling', 'troublemaker', 'soft', 'quite']",harsh
3593,"He had just drank poison, and the man who had given it to him was now mockingly showing the what?","['poison', 'mockingly', 'drank', 'showing', 'given']",antidote
3594,Where would you use a turnstile that does not require inserting a ticket?,"['turnstile', 'ticket', 'require', 'inserting', 'use']",amusement park
3595,Punishing innocent people with the death penalty should cause what?,"['punishing', 'death', 'innocent', 'penalty', 'people']",public outrage
3596,The fingers do this with the hand. What is it?,"['hand', 'fingers']",articulate
3597,Where is the best place to keep personal lettuce?,"['lettuce', 'place', 'personal', 'best']",
3598,Where would sunshine be likely to fall on a plant that a person owns?,"['sunshine', 'plant', 'owns', 'fall', 'person']",windowsill
3599,What is a positive effect of expressing yourself?,"['expressing', 'effect', 'positive']",empowerment
3600,Danny sealed the small box and put it somewhere cozy and out of the way but easily accessible. Where might he put it?,"['box', 'danny', 'cozy', 'sealed', 'small']",closet
3601,Sally went to a store and spent money.  Most of her purchases were fresh but some were frozen.  What did she do?,"['frozen', 'sally', 'store', 'purchases', 'fresh']",buy food
3602,"If one wanted great bar service and maybe a room afterwards, where would be a good place to go?","['bar', 'room', 'place', 'service', 'wanted']",hotel
3603,Where does someone ask for refills with a meal?,"['refills', 'meal', 'ask', 'does']",restaurant
3604,If you contemn someone they most certainly will not have your what?,"['contemn', 'certainly']",respect
3605,"He was thanking everybody for coming, he gave them each a big what?","['big', 'gave', 'everybody', 'thanking', 'coming']",smile
3606,"He had really bad hand-eye coordination, so playing baseball was what?","['baseball', 'coordination', 'playing', 'hand', 'eye']",hard
3607,What can happen to water at different temperatures?,"['temperatures', 'water', 'different', 'happen']",take several forms
3608,"If you're moving, the people here will forward your letters for you.","['moving', 'forward', 'letters', 'people']",post office
3609,In what society did slaves outnumber the citizens?,"['slaves', 'citizens', 'society', 'outnumber', 'did']",ancient rome
3610,"Before buying a house, what should I look for concerning my job?","['house', 'job', 'buying', 'look', 'concerning']",measureing distances
3611,"He played the bass fiddle professionally, but for his baby he used it to play a fun simple what?","['fiddle', 'bass', 'play', 'fun', 'played']",nursery rhyme
3612,Where do you store mugs in your house?,"['mugs', 'store', 'house']",cupboard
3613,What does there need to be for a shadow to appear?,"['shadow', 'appear', 'does', 'need']",bright light
3614,What may you feel after standing in line for a long time and not getting what you were after?,"['feel', 'line', 'getting', 'standing', 'long']",frustration
3615,What continent is a marmot likely to be found on?,"['marmot', 'continent', 'likely']",south america
3616,"The person got called down as a contestant, he ran down the aisle very what?","['contestant', 'aisle', 'ran', 'called', 'person']",excited
3617,"The poker player was not gaining money on the night, what was he doing instead?","['poker', 'money', 'player', 'gaining', 'instead']",loosing
3618,"If someone goes to work, what does that mean about them?","['work', 'mean', 'does', 'goes']",have job
3619,Where would someone not impressed by the eiffel tower likely be living?,"['eiffel', 'tower', 'living', 'impressed', 'likely']",paris
3620,What do you keep in a billfold?,['billfold'],
3621,Where might informational pamphlets be found?,"['pamphlets', 'informational']",library
3622,"He saw the kid begin to fiddle with things, he then stated his observation to the kid saying what directed at him?","['kid', 'observation', 'fiddle', 'saw', 'directed']",
3623,"The universe is quite vast, most say it is even what?","['vast', 'universe', 'quite', 'say']",infinite
3624,Where are you if you've paid to be in a dinning room?,"['dinning', 'room', 'paid', 've']",restaurant
3625,The man drank his coffee at work?,"['coffee', 'drank', 'work', 'man']",office
3626,"He wanted to comfort friend with piling medical bills, he set up an event to raise what?","['event', 'raise', 'friend', 'medical', 'bills']",money
3627,What is a good simile about trees that can be used in the workplace?,"['trees', 'simile', 'workplace', 'used', 'good']",branch out
3628,Where might astronauts who miss a landing end up?,"['astronauts', 'landing', 'miss', 'end']",orbit
3629,Where is a fire extinguisher likely to be found behind the seat?,"['extinguisher', 'seat', 'likely']",school bus
3630,Where can chicken be kept fresh longer?,"['chicken', 'fresh', 'longer', 'kept']",freezer
3631,Where would people go if they want to talk to someone?,"['talk', 'people', 'want']",
3632,"After getting high his memory seemed shot, he felt practically what?","['high', 'memory', 'felt', 'shot', 'practically']",brainless
3633,Where are books often kept in a home?,"['books', 'home', 'kept']",shelf
3634,What is the fastest way to combat being cold?,"['cold', 'fastest', 'combat', 'way']",light fire
3635,Another result of changing society could be what?,"['society', 'changing', 'result']",better standard of living
3636,"A ficus can get quite large, but a smaller one can be kept inside in a what?","['ficus', 'inside', 'smaller', 'large', 'kept']",flowerpot
3637,"The person sees the messy house that was clean earlier that day, what was the reaction?","['house', 'clean', 'reaction', 'messy', 'day']",feel upset
3638,Starting a fire is a terrible idea because flames move in what pattern?,"['flames', 'pattern', 'starting', 'idea', 'terrible']",unpredictable
3639,"The person was trapped on the freeway on the way to a movie audition, where was he?","['freeway', 'movie', 'audition', 'trapped', 'person']",california
3640,Alcoholic refreshments are sometimes banned in what public places?,"['refreshments', 'alcoholic', 'places', 'public', 'banned']",park
3641,Why do people eat food even when they do not lke to?,"['eat', 'food', 'people', 'lke']",necessary to live
3642,What will happen if you apply a heat source to combustible materials inside of a building with ill intentions?,"['combustible', 'heat', 'building', 'inside', 'materials']",go to jail
3643,You'll see the plains and mountains when driving through where?,"['plains', 'mountains', 'driving', 'll']",countryside
3644,What feature can a river flow through?,"['river', 'flow', 'feature']",valley
3645,"The cord had many a twist, he held it across in both hands and tried to do what to it?","['cord', 'twist', 'hands', 'held', 'tried']",straighten
3646,"The man was happy to be seeing his idea become a reality, and knew his father would be proud, what did he feel in himself?","['father', 'feel', 'happy', 'proud', 'seeing']",fulfilling
3647,How can you see an extreme closeup of a potato?,"['potato', 'closeup', 'extreme']",optical device
3648,"The people were building a backdrop for the play, their tools echoed in the empty what?","['backdrop', 'tools', 'play', 'building', 'people']",theater
3649,Where does someone keep their favorite text?,"['text', 'favorite', 'does']",own home
3650,What could happen to a person if no one is around him or her?,"['person', 'happen']",feel lonely
3651,"The man with Crohn's disease was eating a hamburger, what happened as a result?","['crohn', 'hamburger', 'eating', 'disease', 'happened']",indigestion
3652,"The hard working man was stuck at home after his injury, he tried to keep bust doing housework but it caused what?","['injury', 'housework', 'working', 'caused', 'home']",pain and suffering
3653,"Today was a big day at the trade show, he was finally going to show off his product to the public and give a what?","['product', 'day', 'big', 'today', 'finally']",demonstration
3654,What do people feel when they have a bit of hunger?,"['hunger', 'feel', 'people', 'bit']",discomfort
3655,"The exhausted football player was having trouble breathing fresh air, on the sideline he put on a mask to increase his what?","['mask', 'breathing', 'air', 'exhausted', 'football']",oxygen intake
3656,"People are always talking for a multitude of reasons, the most basic is that  is a way of doing what with one another?","['talking', 'people', 'reasons', 'basic', 'multitude']",sharing information
3657,"Cats are easily entertained, they love to what?","['cats', 'entertained', 'love', 'easily']",play with toys
3658,"If a child is given a warning at the dinner table, it is because they did what to get the mashed potatoes?","['potatoes', 'warning', 'mashed', 'child', 'dinner']",reach over
3659,What do customers do to a waiter after the waiter serves customers?,"['waiter', 'customers', 'serves']",pay to
3660,The baseball team was playing ball. It was time for the pitcher to act. How did the pitcher get the ball to the batter?,"['pitcher', 'baseball', 'ball', 'batter', 'playing']",throwing
3661,"Even though people in the team sometimes what, they argue constructively?","['argue', 'constructively', 'team', 'people']",disagree with each other
3662,Where would you find a monitor wall that is used for visualizing sounds?,"['monitor', 'visualizing', 'sounds', 'wall', 'used']",studios
3663,What would a soprano be a part of in church?,"['soprano', 'church']",choir
3664,"Sarah didn't think of her condition as a disability. She could still do the work, though it robbed her of what?","['disability', 'sarah', 'work', 'condition', 'think']",potence
3665,During what could you hear a viola along with many other types of instruments?,"['viola', 'instruments', 'types', 'hear']",symphony
3666,"Some people have many pairs of jeans, they store them in their what?","['jeans', 'store', 'pairs', 'people']",closet
3667,"So as not to disrupt instruction, there were always spare pencils in the what?","['pencils', 'instruction', 'spare', 'disrupt']",classroom
3668,What is likely heard by those going to a party?,"['party', 'heard', 'likely', 'going']",laughter
3669,"She left the states and traveled across the pond, her next art gallery was in what city?","['art', 'gallery', 'city', 'pond', 'traveled']",london
3670,Where could a star be walking?,"['star', 'walking']",press conference
3671,Where might you find a large clock outside?,"['clock', 'outside', 'large']",office building
3672,"The restaurant had no business out in the countryside, where should it move to?","['restaurant', 'countryside', 'business']",town
3673,Where could you find a policeman that is sitting down?,"['policeman', 'sitting']",police station
3674,How are machines put together?,['machines'],assembly line
3675,What does a person get out of a pinata?,"['pinata', 'person', 'does']",candies
3676,"If you wanted to cross this, you might want a canoe.  What is this?","['canoe', 'cross', 'want', 'wanted']",water
3677,Where does a jellyfish always live?,"['jellyfish', 'live', 'does']",underwater
3678,What might someone do to someone they love to show their commitment?,"['commitment', 'love']",take oath
3679,"The man had spent all day collecting old appliance and such, he took the metal to get scrapped where?","['metal', 'scrapped', 'collecting', 'appliance', 'spent']",junkyard
3680,Where would you kick a ball that has grass?,"['grass', 'ball', 'kick']",soccer field
3681,"Everybody is their own, all people are what?","['people', 'everybody']",different
3682,"The government was instituting civil action left and right, the people fought back and began to what?","['government', 'civil', 'began', 'instituting', 'action']",riot
3683,"The nurse had to grade severity of each wound during the emergency, that way the doctor could treat each what in the best order?","['wound', 'nurse', 'severity', 'emergency', 'doctor']",injured person
3684,James wants the government to fight inflation. Why might James want inflation to be lower?,"['inflation', 'james', 'lower', 'government', 'fight']",pay less
3685,"If you are deep in a cave, what would you follow to find your way out?","['cave', 'deep', 'follow', 'way']",light
3686,What will a friend do for you?,['friend'],keep secret
3687,What are the flowers that last forever called?,"['flowers', 'forever', 'called']",perennial
3688,"She heard a gong while walking through new york city, where was she likely?","['gong', 'york', 'city', 'walking', 'heard']",chinatown
3689,"He was having a bad day and felt gloomy, praying seemed to begin to make him what though?","['praying', 'gloomy', 'day', 'felt', 'begin']",feel better
3690,Where can you get a puck to take home?,"['puck', 'home']",sporting goods store
3691,What part of the life-cycle can love never conquer?,"['love', 'life', 'conquer', 'cycle']",deaths
3692,What do tv studios use milk to mimic?,"['milk', 'tv', 'studios', 'mimic', 'use']",water
3693,Balthazar is a popular french restaurant located where?,"['balthazar', 'restaurant', 'located', 'french', 'popular']",manhattan
3694,"The elementary-age child was asked to describe a ball, what word did he likely use for it?","['ball', 'child', 'elementary', 'word', 'age']",round
3695,John was disgusted when he opened this and saw mold.  What is this?,"['mold', 'john', 'disgusted', 'saw', 'opened']",refrigerator
3696,What country was known to have many amphitheatres?,"['amphitheatres', 'country', 'known']",greece
3697,What type of corn structure would contain many passageways?,"['passageways', 'corn', 'structure', 'contain', 'type']",maze
3698,"The critic found the movie mediocre, but the public called him jaded as the majority found it what?","['jaded', 'critic', 'movie', 'mediocre', 'majority']",great
3699,What electronic device would be used when being bored?,"['device', 'electronic', 'bored', 'used']",use television
3700,"When the package failed to deliver due to nobody being home, what did the carrier have to do?","['deliver', 'carrier', 'package', 'failed', 'home']",take away
3701,"If your cake is still unbaked, where should you put it?","['cake', 'unbaked']",oven
3702,What might cause boredom?,"['boredom', 'cause']",play chess
3703,"The conductor ordered the gong to sound, who was the gong player playing with?","['gong', 'conductor', 'player', 'sound', 'playing']",orchestra
3704,"The man always would play games to unwind after work, what effect did it have on him?","['unwind', 'games', 'play', 'work', 'effect']",relax
3705,Where would you find water that is not visible?,"['water', 'visible']",steam room
3706,"Bobby worked in a kosher deli, but all delis were kosher where he lived.   Where might he live?","['deli', 'delis', 'kosher', 'bobby', 'lived']",jerusalem
3707,What happens to a person on stairs after getting drunk?,"['stairs', 'drunk', 'person', 'happens', 'getting']",falling down
3708,Why would someone be committing murder?,"['murder', 'committing']",problems
3709,"Even though he was a tourist he went to a fast food restaurant, of all the choices of pizza alone, he still chose a chain where?","['restaurant', 'pizza', 'tourist', 'food', 'chose']",new york
3710,A lack of belongings means you aren't what material items?,"['belongings', 'items', 'lack', 'means', 'material']",possessing
3711,Where do bees go to find wildflowers?,"['bees', 'wildflowers']",countryside
3712,What is likely to happen to trees that are dry?,"['trees', 'dry', 'likely', 'happen']",die
3713,Where would you put clothing that you have already used?,"['clothing', 'used']",hamper
3714,Where can you go to thousands of bus station?,"['bus', 'station', 'thousands']",city centre
3715,"Randy was suffering from great hunger and he didn't even need cheese or toppings, he just wanted to what?","['randy', 'cheese', 'toppings', 'hunger', 'suffering']",eat hamburger
3716,"If two men are competing, why don't they like each other?","['competing', 'men', 'like', 'don']",rivalry
3717,"The farmer wanted to grow cotton near Florida, where should he plant his cotton?","['cotton', 'florida', 'farmer', 'plant', 'grow']",georgia
3718,What new things can lead to understanding better?,"['understanding', 'things', 'new', 'better', 'lead']",ideas
3719,Where would a child be happy to find chocolate?,"['chocolate', 'child', 'happy']",christmas stocking
3720,On what device can you watch a program without leaving your home?,"['device', 'watch', 'program', 'home', 'leaving']",television
3721,"She looked longingly at her unrequited love, what did she want to be for him?","['longingly', 'unrequited', 'love', 'looked', 'want']",matter to
3722,In order to sneeze one must do what?,"['sneeze', 'order']",inhale
3723,Where in a house might someone ring a bell?,"['bell', 'house', 'ring']",front door
3724,If someone has a delicious lunch what are they likely to claim?,"['lunch', 'claim', 'delicious', 'likely']",feeling satisfied
3725,What could hydrogen be added to to cause it to explode?,"['hydrogen', 'explode', 'cause', 'added']",air
3726,James doesn't want a relationship. He thinks that loving another will only create what?,"['james', 'relationship', 'loving', 'create', 'want']",jealousy
3727,What is the final phase of a living being's life?,"['living', 'phase', 'life', 'final']",death
3728,How do single cell animals create new generations?,"['cell', 'generations', 'animals', 'create', 'new']",reproduce asexually
3729,Where could you be if you are sit quietly?,"['quietly', 'sit']",alone
3730,"The mascot gathered the children around the campfire, he then began to what them?","['campfire', 'mascot', 'children', 'began', 'gathered']",read to
3731,John knows that molecules are very important.  Where might John look for them?,"['molecules', 'john', 'look', 'important', 'knows']",anything
3732,What would you read about an apple tree in?,"['tree', 'apple', 'read']",bible
3733,"Skiing can be very risky, it can be the cause of a very serious what?","['skiing', 'risky', 'cause']",accident
3734,"James enjoyed playing games, but he didn't like games that lacked safety.  He was afraid of potential what?","['james', 'safety', 'potential', 'playing', 'games']",loss of life
3735,A tabby cat might be found laying where?,"['tabby', 'cat', 'laying']",lap
3736,A large river drains into a tropical forest where?,"['river', 'forest', 'drains', 'tropical', 'large']",amazon basin
3737,What to living things do to continue their species?,"['species', 'living', 'things', 'continue']",reproducing
3738,"Something I haven't done recently is have rest, how do I feel?","['rest', 'feel', 'haven', 'recently']",exhausted
3739,"Work can be a grind, it makes you appreciate times of what?","['work', 'grind', 'makes', 'appreciate', 'times']",relaxation
3740,Bob didn't know that the secret passageway was there when he bought the place. It led to a bomb shelter in the back yard.  Where might the passage way have been?,"['passageway', 'passage', 'bob', 'shelter', 'secret']",house
3741,Where would you put jewlery if you do not plan to use it soon?,"['jewlery', 'plan', 'use', 'soon']",
3742,What is likely true about a dog that escapes regularly?,"['escapes', 'dog', 'likely', 'regularly', 'true']",very smart
3743,What popular clothing retailer often has a fitting room to try on clothing?,"['clothing', 'retailer', 'fitting', 'room', 'popular']",gap
3744,"The fumes weren't being well ventilated, the worker kept getting what?","['fumes', 'ventilated', 'worker', 'weren', 'getting']",headaches
3745,What do you use to pronounce parts of a letter?,"['pronounce', 'letter', 'parts', 'use']",syllable
3746,"Humans tend to be born two ways, these two ways are what?","['born', 'humans', 'ways', 'tend']",male or female
3747,Why might someone have a hard time seeing through a clear medium?,"['seeing', 'clear', 'medium', 'hard', 'time']",thick
3748,"There's tickets, rides, and games but the real money made where is in the food sales?","['sales', 'food', 'money', 'rides', 'tickets']",
3749,Where could you find 10 or 100 home that are not attached together?,"['home', '100', '10', 'attached']",neighborhood
3750,How might I procure what I need to eat?,"['eat', 'procure', 'need']",
3751,"The person didn't like the varying size of the cake slices handed out, she demand more what?","['cake', 'slices', 'varying', 'demand', 'size']",fairness
3752,What do you read to help with at night?,"['read', 'night', 'help']",falling asleep
3753,What often goes under furniture?,"['furniture', 'goes']",rug
3754,"The boy was popular, but because of the things he liked he was considered a bit of a what?","['boy', 'popular', 'liked', 'things', 'considered']",geek
3755,Why would you be going for run if you are not ill?,"['run', 'ill', 'going']",losing weight
3756,What is something you do when you want to see someone?,['want'],make time
3757,"The police had been stumped for years, the grieving family hired a private investigator in a hope to what?","['investigator', 'police', 'grieving', 'stumped', 'family']",discover truth
3758,Where does the toilet fly outside the atmosphere and glides to a landing?,"['toilet', 'landing', 'glides', 'fly', 'atmosphere']",space shuttle
3759,"The judge found him guilty of committing perjury, this brought the man great what?","['perjury', 'judge', 'guilty', 'committing', 'brought']",shame
3760,Where can you find many clothing sellers in the same place?,"['sellers', 'clothing', 'place']",mall
3761,"If two groups of people want to vacation somewhere else for free, what can they do?","['vacation', 'free', 'people', 'groups', 'want']",trade places
3762,"Humans have a long digestive tract, so what do they do?","['digestive', 'tract', 'humans', 'long']",excrete
3763,"Unlike identical twins, with fraternal you can end up with both a daughter and what?","['fraternal', 'twins', 'daughter', 'identical', 'unlike']",son
3764,Where could you find more than a few bald eagle?,"['eagle', 'bald']",
3765,What is something that would become uninhabited if it did not have a queen?,"['uninhabited', 'queen', 'did']",bee hive
3766,What is the payment collected on a toll road designed to do to the condition of roads?,"['toll', 'roads', 'road', 'payment', 'collected']",good repair
3767,"When an army is sent abroad to combat zones, what might they be doing?","['army', 'combat', 'abroad', 'zones', 'doing']",war
3768,Johnny was looking for cookies that his mom had hid from him.  Where might he look for them?,"['cookies', 'johnny', 'mom', 'looking', 'hid']",jar
3769,"The jeweler was impressed by the quality of the diamonds, why was he so impressed?","['diamonds', 'jeweler', 'quality', 'impressed']",clear
3770,Why could someone fall down after eating lunch?,"['lunch', 'eating', 'fall']",feel sleepy
3771,Where would you find an armoire when you retire at the end of the day?,"['armoire', 'retire', 'end', 'day']",bedroom
3772,Where are the boxes that can't be accessed while standing upright?,"['boxes', 'standing', 'upright', 'accessed']",attic
3773,What do you experience after doing housework?,"['housework', 'doing', 'experience']",feeling satisfied
3774,"The local business needed an advertisement, they bought one on the side of what public transport?","['advertisement', 'transport', 'business', 'local', 'public']",bus
3775,"The two teams were competing all the time, what likely developed between them?","['competing', 'teams', 'developed', 'time', 'likely']",rivalry
3776,"If I am tilting a drink toward my face, what should I do before the liquid spills over?","['tilting', 'drink', 'spills', 'liquid', 'face']",open mouth
3777,"He was finding information through meditation and yoga, what was he seeking?","['meditation', 'yoga', 'seeking', 'information', 'finding']",happiness
3778,"The amount of effort put into the losing project was negligible, how much effort was put into the winning project?","['effort', 'negligible', 'losing', 'project', 'winning']",considerable
3779,What do fans do to players competing against each other?,"['fans', 'players', 'competing']",encouraging
3780,What does exercising lead to when you are out of shape?,"['exercising', 'shape', 'does', 'lead']",breathlessness
3781,Where does one put a calendar in their home?,"['calendar', 'home', 'does']",desktop
3782,"The team began analysing all the DNA evidence, they were hoping to once and for all be what?","['dna', 'analysing', 'evidence', 'team', 'began']",discovering truth
3783,"They may be out of bed, but for some they don't what until they eat breakfast?","['breakfast', 'bed', 'eat', 'don']",wake up
3784,"The car needed to be parked while the crew refinished his driveway, where did he park it?","['parked', 'driveway', 'park', 'car', 'refinished']",
3785,Chatting with friends and playing games is great what?,"['chatting', 'games', 'playing', 'friends', 'great']",fun
3786,You can read about new bullet varieties in a what for weapons enthusiasts?,"['bullet', 'weapons', 'varieties', 'new', 'read']",magazine
3787,What is a student encouraged to do as they mature?,"['student', 'mature', 'encouraged']",think for himself
3788,When a young child is sleeping what is something that is common for their age?,"['sleeping', 'child', 'young', 'age', 'common']",wetting bed
3789,What can sex often be?,['sex'],great fun
3790,John carred for Lucy but had trouble expressing it.  Lucy was disturbed by John's inability to express affection and felt that he was what?,"['lucy', 'john', 'affection', 'expressing', 'felt']",unfeeling
3791,What would you see if there were different types of flowers near you?,"['flowers', 'different', 'types', 'near']",many colors
3792,"He came across a raw item but his pack was full, he had to abandon something if he was to what the item?","['item', 'pack', 'abandon', 'raw', 'came']",acquire
3793,When you drive you may have to stop if someone is doing what?,"['drive', 'stop', 'doing']",walking
3794,What are two people likely to do that three will not do?,"['people', 'likely']",make babies
3795,"The small locally owned beauty salon had it's grand opening, people hoped it would boost the economy in the surrounding what?","['salon', 'economy', 'beauty', 'grand', 'locally']",neighborhood
3796,If the authorities see you hurting someone else what will happen to you?,"['authorities', 'hurting', 'happen']",arrested
3797,What do dogs get that make them itch?,"['itch', 'dogs', 'make']",fleas
3798,Standing in line is made more difficult by what?,"['line', 'standing', 'difficult']",tiredness
3799,What is an important part of living that people often forget to do?,"['living', 'important', 'people', 'forget']",trying to stay happy
3800,What do you have to do to learn to play violin?,"['violin', 'play', 'learn']",take lessons
3801,"Playing poker takes a lot of luck, but being consistent takes what?","['poker', 'luck', 'consistent', 'playing', 'lot']",skill
3802,"Sally isn't beautiful.  She looks okay, just plain. But she doesn't think so. She has image issues and thinks that she's what?","['sally', 'plain', 'image', 'thinks', 'looks']",ugly
3803,"If you're drinking for the purpose of getting drunk, the next morning what might you experience?","['drunk', 'drinking', 'morning', 'purpose', 'experience']",hangover
3804,What feeling does see favorite show eliminate?,"['feeling', 'favorite', 'eliminate', 'does']",bored
3805,Where are trees safest?,"['trees', 'safest']",state park
3806,Some people went shopping to buy racks. What will they do with them?,"['racks', 'shopping', 'buy', 'people', 'went']",group objects
3807,"If a person is trying to weasel out of punishment for a crime, where are they likely to be?","['crime', 'punishment', 'weasel', 'person', 'trying']",court room
3808,If you have plenty to eat when you have lunch you'll do what?,"['lunch', 'eat', 'plenty', 'll']",get full
3809,Why do people like eating hamburgers?,"['hamburgers', 'eating', 'people', 'like']",tasty
3810,What happens when you try to help someone but make it worse?,"['help', 'worse', 'try', 'happens', 'make']",hinder
3811,Where do older people sometimes want to hear the singer more than the music?,"['music', 'singer', 'older', 'people', 'hear']",opera
3812,"Stopping being married to her allowed him to again pursue his dreams, it brought him what?","['married', 'dreams', 'pursue', 'stopping', 'brought']",pleasure
3813,If you're going fishing what do you need to buy?,"['fishing', 'need', 'buy', 'going']",bate
3814,Alexa needed a safe place to put her acoustic guitar when she wasn't playing it.  Where might she put it?,"['guitar', 'acoustic', 'alexa', 'place', 'safe']",closet
3815,What do you physically do to someone that you love?,"['physically', 'love']",kiss
3816,What do people watch television to become?,"['television', 'people', 'watch']",
3817,John and James wanted to eat hot dogs but weren't sure where they could by some.  They asked a costumed person for directions.  This was their first trip where?,"['trip', 'directions', 'dogs', 'weren', 'john']",disneyland
3818,When do girls eat ice cream on the couch?,"['girls', 'cream', 'ice', 'couch', 'eat']",
3819,How might praying make someone feel as they wait for an outcome?,"['praying', 'feel', 'outcome', 'wait', 'make']",being comforted
3820,What is a risk of going on vacation?,"['vacation', 'risk', 'going']",overspending
3821,Where might shoes be found under?,['shoes'],bed
3822,"The man wanted to have food ready for the work week, so he decided to what his meals ahead of time?","['meals', 'food', 'week', 'work', 'time']",prepare
3823,Where would someone find freshest possible eggs?,"['eggs', 'freshest', 'possible']",
3824,Where will you store a bowl while not in use?,"['bowl', 'store', 'use']",cabinet
3825,On what continent would you find a lemur?,"['lemur', 'continent']",australia
3826,"The child wanted to test electricity, so what did he feel as a result?","['electricity', 'child', 'test', 'feel', 'result']",shock
3827,"Although he didn't reply to the email, what did he do with it since he found it funny?","['email', 'funny', 'reply', 'didn', 'did']",forward
3828,"Dad is putting away folding chairs after a party, where does he store them?","['chairs', 'folding', 'store', 'dad', 'party']",garage
3829,"If you see policemen outside wearing safety vest and holding flashlights, what are they doing?","['policemen', 'flashlights', 'safety', 'vest', 'wearing']",direct traffic
3830,Where could you find an armchair that is used by many people?,"['armchair', 'used', 'people']",hospital
3831,What is a psychological benefit of having fun?,"['fun', 'benefit', 'psychological', 'having']",stress relief
3832,"All the wild flowers were in bloom, it looked like somebody had painted the entire what?","['flowers', 'painted', 'bloom', 'wild', 'looked']",countryside
3833,Where might someone store guns in a loft?,"['loft', 'guns', 'store']",hunting lodge
3834,The school has three wings and had enough space for 5000 students. How might one describe it?,"['wings', 'students', 'school', 'space', '5000']",large building
3835,Where are you if you're hearing a bass clarinet accompanying people singing in German?,"['clarinet', 'german', 'bass', 'singing', 'hearing']",opera house
3836,"The farmer is making grow a tomato, what does he specialize?","['tomato', 'farmer', 'making', 'specialize', 'grow']",plants
3837,James was planning a vacation. he was doing this because he worked hard and needed something. What did he need?,"['james', 'vacation', 'need', 'planning', 'needed']",relaxation
3838,"If a product doesn't last, what does it have a reputation of doing?","['product', 'reputation', 'doesn', 'does', 'doing']",fall apart
3839,"The alley cats were all beginning to gather together, but one loud crash sent them all what?","['cats', 'crash', 'loud', 'alley', 'gather']",scattering
3840,"Sarah did much hard work, even though she was on vacation.  Her mother told her off and said what?","['sarah', 'mother', 'vacation', 'work', 'hard']",do nothing
3841,What is something that comes from your voice?,"['voice', 'comes']",sound
3842,What might someone be trying to achieve by getting wet?,"['wet', 'getting', 'achieve', 'trying']",cool off
3843,What might end up on the roof?,"['roof', 'end']",roof
3844,WHat does learning about world poverty lead to?,"['poverty', 'learning', 'world', 'does', 'lead']",sadness
3845,Where would the heifer go to join her herd?,"['heifer', 'herd', 'join']",cow pasture
3846,The audience sits enthralled watching a spectacular battle full of shooting and explosions.  Where is the audience most likely to be?,"['audience', 'battle', 'explosions', 'shooting', 'watching']",movie theater
3847,Where would you put onions right before chopping them?,"['onions', 'chopping', 'right']",table
3848,"When not playing your mandolin, where would you store it?","['mandolin', 'store', 'playing']",instrument case
3849,How do the bosses share knowledge in person at work?,"['bosses', 'knowledge', 'share', 'work', 'person']",meeting
3850,A member of the audience was struck in the head by a ball. What sort of building is the audience most likely in?,"['audience', 'ball', 'building', 'head', 'struck']",stadium
3851,"If children are happy, what do they do?","['children', 'happy']",skip
3852,"If a phoneless person needs to make a call from a public phone, where might they find one?","['phoneless', 'phone', 'public', 'person', 'needs']",
