,answerKey,id,question.question_concept,question.choices,question.stem,keywords
3493,E,7f20ac105b4b6f2f0c31242a59528ce7,cats,"[{'label': 'A', 'text': 'tail'}, {'label': 'B', 'text': 'whiskers'}, {'label': 'C', 'text': 'two eyes'}, {'label': 'D', 'text': 'four paws'}, {'label': 'E', 'text': 'four legs'}]",cats have how many apendages?,"['cats', 'apendages']"
3494,B,16518bc6067216c327113e629dc628c8,landmark,"[{'label': 'A', 'text': 'national park'}, {'label': 'B', 'text': 'countryside'}, {'label': 'C', 'text': 'desert'}, {'label': 'D', 'text': 'map'}, {'label': 'E', 'text': 'city'}]","Where could you see a landmark surrounded by many miles of plants, other than in a park?","['plants', 'park', 'landmark', 'miles', 'surrounded']"
3495,D,f8566a5f5df2010077f5ce3a106285c3,driving,"[{'label': 'A', 'text': 'car'}, {'label': 'B', 'text': 'vehicle'}, {'label': 'C', 'text': 'distraction'}, {'label': 'D', 'text': 'being awake'}, {'label': 'E', 'text': 'napping'}]",What do you need to make sure that you are at night while driving?,"['driving', 'night', 'need', 'make', 'sure']"
3496,C,a6b7c7feeec04d934ec739d13ef99f7a,fountain pen,"[{'label': 'A', 'text': ""calligrapher's hand""}, {'label': 'B', 'text': 'shirt pocket'}, {'label': 'C', 'text': 'desk drawer'}, {'label': 'D', 'text': 'portfolio'}, {'label': 'E', 'text': 'blotter'}]","He needed to sign the papers, he got his good fountain pen from the sliding what?","['pen', 'sliding', 'papers', 'sign', 'fountain']"
3497,D,fc76c432cf9d6e328efd65178d2922d9,person,"[{'label': 'A', 'text': 'popularity'}, {'label': 'B', 'text': 'know all'}, {'label': 'C', 'text': 'own house'}, {'label': 'D', 'text': 'care about'}, {'label': 'E', 'text': 'flu'}]",How do most people feel about a person they love?,"['love', 'feel', 'people', 'person']"
3498,B,554b6e97ab4e6304b19bd3100024721a,giving assistance,"[{'label': 'A', 'text': 'people helped'}, {'label': 'B', 'text': 'learning new skills'}, {'label': 'C', 'text': 'better circumstances'}, {'label': 'D', 'text': 'practice'}, {'label': 'E', 'text': 'happiness'}]","Sarah went to school to be a nurse.  She loved giving assistance to people in need. To better help people, she had to constantly do something.  What might she do to better help people?","['nurse', 'sarah', 'assistance', 'giving', 'help']"
3499,C,630c789313f585446f360d2d19ac6825,saucepan,"[{'label': 'A', 'text': 'kitchen cupboard'}, {'label': 'B', 'text': 'italian restaurant'}, {'label': 'C', 'text': 'georgia'}, {'label': 'D', 'text': 'south'}, {'label': 'E', 'text': 'boil vegetables'}]",Sarah was cooking thick gravy in her saucepan because she wanted some authentic soul food.  Where might Sarah live?,"['sarah', 'gravy', 'saucepan', 'cooking', 'food']"
3500,D,456988fd5718cb05c9de270a4a8cbabb,drunk,"[{'label': 'A', 'text': 'appear ridiculous'}, {'label': 'B', 'text': 'fight'}, {'label': 'C', 'text': 'throw up'}, {'label': 'D', 'text': 'raise hell'}, {'label': 'E', 'text': 'walk off'}]","The man is drunk and angry, what does he look to do to others?","['drunk', 'angry', 'look', 'man', 'does']"
3501,B,2be7b7b93fb0bcdf634c59c49c08fb29,cleaning clothes,"[{'label': 'A', 'text': 'attractive appearance'}, {'label': 'B', 'text': 'look better'}, {'label': 'C', 'text': 'sanitation'}, {'label': 'D', 'text': 'clean clothes'}, {'label': 'E', 'text': 'laundromat'}]","The man was disheveled and wanted to clean clothes, so what was he hoping to achieve?","['disheveled', 'clothes', 'clean', 'achieve', 'man']"
3502,D,bdd4f719543bf5752f51509e7e5046df,weasel,"[{'label': 'A', 'text': 'fairytale'}, {'label': 'B', 'text': 'mountain'}, {'label': 'C', 'text': 'great outdoors'}, {'label': 'D', 'text': 'corn fields'}, {'label': 'E', 'text': 'chicken coop'}]","The weasel was scavenging in the cold winter on a farmer's land, where was he likely?","['weasel', 'farmer', 'winter', 'scavenging', 'land']"
3503,A,37d08b5dc74a184776415ee1e540f821,rosebush,"[{'label': 'A', 'text': ""neighbor's yard""}, {'label': 'B', 'text': 'in the ground'}, {'label': 'C', 'text': 'field'}, {'label': 'D', 'text': 'nature'}, {'label': 'E', 'text': 'botanic garden'}]","Joe was running around his home and crossed a property boundary, running into a meticulously manicured rosebush and doing damage to both it and himself.  Where might the rosebush been located?","['rosebush', 'located', 'joe', 'property', 'home']"
3504,D,2138abaa42686148d489dff6c5fe2629,bald eagle,"[{'label': 'A', 'text': 'forrest'}, {'label': 'B', 'text': 'grand canyon'}, {'label': 'C', 'text': 'canada'}, {'label': 'D', 'text': 'u.s'}, {'label': 'E', 'text': 'india'}]","The bald eagle can be a symbol, it elicits feeling of patriotism where?","['eagle', 'patriotism', 'symbol', 'bald', 'feeling']"
3505,C,a8f3e425bdcf385ef10bfea7fc95241f,agreeing with,"[{'label': 'A', 'text': 'lie'}, {'label': 'B', 'text': 'nodding'}, {'label': 'C', 'text': 'shaking hand'}, {'label': 'D', 'text': 'nod and smile'}, {'label': 'E', 'text': 'whistle'}]",How do you signal that you are agreeing with someone on a deal?,"['deal', 'signal', 'agreeing']"
3506,D,de5891460b5178804efabd7c585333d7,divider,"[{'label': 'A', 'text': 'fork in road'}, {'label': 'B', 'text': 'sidewalk'}, {'label': 'C', 'text': 'living room'}, {'label': 'D', 'text': 'street'}, {'label': 'E', 'text': 'binder'}]",What divider is often between two buildings that cars drive on?,"['buildings', 'divider', 'cars', 'drive']"
3507,C,0a83d7c8d38cce3f6419fbddabc79de0,earth,"[{'label': 'A', 'text': 'one moon'}, {'label': 'B', 'text': 'flat'}, {'label': 'C', 'text': ""god's creation""}, {'label': 'D', 'text': 'milky way'}, {'label': 'E', 'text': 'universe'}]","Many people gather together on Sundays, they tend to believe that earth is what?","['earth', 'gather', 'sundays', 'people', 'believe']"
3508,D,a59d326a7036c0f4b75c0b4e80b8274d,animal,"[{'label': 'A', 'text': 'addidas'}, {'label': 'B', 'text': 'north america'}, {'label': 'C', 'text': 'cafe'}, {'label': 'D', 'text': 'outside'}, {'label': 'E', 'text': 'woodland'}]","Billy is an animal, but he is alergic to trees. He hates them very much.  Still, he wants to have a picnic and can't stand the idea of buying food from a restaurant.  Where would he have his picnic?","['picnic', 'restaurant', 'trees', 'billy', 'animal']"
3509,C,91520a45738f12c84f30bae3f294d903,driving to work,"[{'label': 'A', 'text': 'listen to radio'}, {'label': 'B', 'text': 'sing'}, {'label': 'C', 'text': 'speed'}, {'label': 'D', 'text': 'anger'}, {'label': 'E', 'text': 'statue'}]","Driving to work late is never pleasant, but you still shouldn't what?","['driving', 'late', 'work', 'shouldn', 'pleasant']"
3510,A,893487bbe8406732958ef99e67904cd7,dining area,"[{'label': 'A', 'text': 'cruise ship'}, {'label': 'B', 'text': 'coming together'}, {'label': 'C', 'text': 'restaurant'}, {'label': 'D', 'text': 'mall'}, {'label': 'E', 'text': 'home'}]",Where is a dining area likely to be extravagant?,"['dining', 'extravagant', 'area', 'likely']"
3511,E,733d776ff85028df23e73e7e6e190647,getting drunk,"[{'label': 'A', 'text': 'walk'}, {'label': 'B', 'text': 'vomit'}, {'label': 'C', 'text': 'throw up'}, {'label': 'D', 'text': 'staggering'}, {'label': 'E', 'text': 'fall down'}]","She spent the whole night getting drunk, now she refused to get up off the floor because she figured she would just what again?","['drunk', 'floor', 'refused', 'night', 'spent']"
3512,C,5342af00ba857ff36e2ec7833d263582,foot,"[{'label': 'A', 'text': 'sock'}, {'label': 'B', 'text': 'desk'}, {'label': 'C', 'text': 'table'}, {'label': 'D', 'text': 'shoe'}, {'label': 'E', 'text': 'bar'}]",What could you put your foot under?,['foot']
3513,D,c4d4e282872c84d56a5f3402ed82f219,ships,"[{'label': 'A', 'text': 'sinks'}, {'label': 'B', 'text': 'cross river'}, {'label': 'C', 'text': 'collide'}, {'label': 'D', 'text': 'bottom out'}, {'label': 'E', 'text': 'carry people'}]","If ships are in a storm and the sun comes out, what has happened?","['sun', 'storm', 'ships', 'happened', 'comes']"
3514,D,87350247e4dfcb6540fb9d96952b6d80,bee,"[{'label': 'A', 'text': 'in flower fields'}, {'label': 'B', 'text': 'orchard'}, {'label': 'C', 'text': 'field of flowers'}, {'label': 'D', 'text': 'sky'}, {'label': 'E', 'text': 'united states'}]",Where do bees spend time traveling?,"['bees', 'traveling', 'time', 'spend']"
3515,D,23b49342e156b2c7591f8026bd53899d,having fun,"[{'label': 'A', 'text': 'cleaning house'}, {'label': 'B', 'text': 'playing around'}, {'label': 'C', 'text': 'constructing'}, {'label': 'D', 'text': 'kiss'}, {'label': 'E', 'text': 'wild ride'}]",What is a way that couples like to go about 	having fun ?,"['couples', 'fun', 'having', 'like', 'way']"
3516,E,858dd2036fce93d9974197816d61d221,corner shop,"[{'label': 'A', 'text': 'california'}, {'label': 'B', 'text': 'england'}, {'label': 'C', 'text': 'street corner'}, {'label': 'D', 'text': 'corner of two streets'}, {'label': 'E', 'text': 'minnesota'}]","John runs a corner shop in the American Midwest, in a place known for its Vikings. In what region is his shop most likely located?","['midwest', 'region', 'located', 'vikings', 'place']"
3517,D,325ffb4414918aadb442fae8123534a1,milky way,"[{'label': 'A', 'text': 'fog'}, {'label': 'B', 'text': 'candy bar shelf'}, {'label': 'C', 'text': 'stars'}, {'label': 'D', 'text': 'space'}, {'label': 'E', 'text': 'refrigerator'}]",Where is the milky way?,"['milky', 'way']"
3518,B,03e7a7aa1884a8708e38a0e866411e29,double edged razor,"[{'label': 'A', 'text': 'cricket ground'}, {'label': 'B', 'text': 'medicine cabinet'}, {'label': 'C', 'text': 'first aid kit'}, {'label': 'D', 'text': 'chemist'}, {'label': 'E', 'text': 'shaving kit'}]",Jimmy kept his double edged razor where he could use it easily.  It was where?,"['razor', 'jimmy', 'edged', 'double', 'kept']"
3519,D,6f4fae5a645bfd1884f987a9f2600cc1,most birds,"[{'label': 'A', 'text': 'beak'}, {'label': 'B', 'text': 'ability to fly'}, {'label': 'C', 'text': 'feet'}, {'label': 'D', 'text': 'wings'}, {'label': 'E', 'text': 'learn to fly'}]",Danny liked to watch birds.  Birds don't have arms.  What do they have instead of arms?,"['birds', 'arms', 'danny', 'watch', 'don']"
3520,D,f6a2a14c152437c4d4d3db4903c4869d,person,"[{'label': 'A', 'text': 'party'}, {'label': 'B', 'text': 'own house'}, {'label': 'C', 'text': 'more leisure time'}, {'label': 'D', 'text': 'successful in life'}, {'label': 'E', 'text': 'not feel pain'}]",Why would a person go to school?,"['school', 'person']"
3521,B,57eedd933a546905f7d9df9f498012e9,walking,"[{'label': 'A', 'text': 'exercise'}, {'label': 'B', 'text': 'move'}, {'label': 'C', 'text': 'getting somewhere'}, {'label': 'D', 'text': 'moving forward'}, {'label': 'E', 'text': 'keep moving forward'}]",What does your body do when walking?,"['walking', 'body', 'does']"
3522,A,558bd3e31ff5b53bab0c107e3ea83013,car,"[{'label': 'A', 'text': 'gain speed'}, {'label': 'B', 'text': 'go forward'}, {'label': 'C', 'text': 'rush away'}, {'label': 'D', 'text': 'go fast'}, {'label': 'E', 'text': 'suffer damage'}]",What could happen to a car when you press one of its pedals?,"['pedals', 'car', 'press', 'happen']"
3523,C,e1ed55f7a3c30a2e7c177412605832fa,guns,"[{'label': 'A', 'text': 'controlled in canada'}, {'label': 'B', 'text': 'a great idea'}, {'label': 'C', 'text': 'bad'}, {'label': 'D', 'text': 'semiautomatic'}, {'label': 'E', 'text': 'very dangerous'}]","The man owned a lot of guns, he thought more gun control was what?","['guns', 'gun', 'control', 'lot', 'thought']"
3524,E,227604d563b77f82dba0a614bfd6dca2,ruin,"[{'label': 'A', 'text': 'dug'}, {'label': 'B', 'text': 'produce'}, {'label': 'C', 'text': 'construct'}, {'label': 'D', 'text': 'new construction'}, {'label': 'E', 'text': 'found'}]",There was a ruin under the site.  Billy did what to it?,"['ruin', 'billy', 'site', 'did']"
3525,A,98591c7fc87d94c958e7f94c73653bad,take,"[{'label': 'A', 'text': 'drop'}, {'label': 'B', 'text': 'bring'}, {'label': 'C', 'text': 'move slowly'}, {'label': 'D', 'text': 'caretake'}, {'label': 'E', 'text': 'give'}]","Brian  took the tool  from the shelf. He thought no one noticed.  As he was talking out, the cashier told him to do what to it?","['tool', 'cashier', 'shelf', 'brian', 'talking']"
3526,C,d7612b3e26ddc338af179439f51cdce6,punching,"[{'label': 'A', 'text': 'hands'}, {'label': 'B', 'text': 'fingers'}, {'label': 'C', 'text': 'fists'}, {'label': 'D', 'text': 'anger'}, {'label': 'E', 'text': 'hitting'}]","James punched a man again and again. His nose bled, and some blood covered Jame's what?","['blood', 'james', 'jame', 'bled', 'punched']"
3527,E,224bad44271ad702fb302575a750c35a,apple tree,"[{'label': 'A', 'text': 'new york'}, {'label': 'B', 'text': 'farm yard'}, {'label': 'C', 'text': 'new jersey'}, {'label': 'D', 'text': 'grass'}, {'label': 'E', 'text': 'flowers'}]",What does an apple tree need to create new trees?,"['trees', 'tree', 'apple', 'create', 'new']"
3528,B,0bb0077ab3be136e001545a9c7e58966,important,"[{'label': 'A', 'text': 'trivial'}, {'label': 'B', 'text': 'petty'}, {'label': 'C', 'text': 'slight'}, {'label': 'D', 'text': 'negligible'}, {'label': 'E', 'text': 'impoite'}]","John was an important person, but when wronged he could be what?","['john', 'wronged', 'person', 'important']"
3529,E,fb64615ff40ca58668bb45d473c07b9f,refuse,"[{'label': 'A', 'text': 'tip'}, {'label': 'B', 'text': 'park officer'}, {'label': 'C', 'text': 'incinerator'}, {'label': 'D', 'text': 'dump'}, {'label': 'E', 'text': 'wastebasket'}]","The park had a refuse and littering problem, so they added another what?","['littering', 'park', 'problem', 'refuse', 'added']"
3530,E,68448137aff3142e26bf8b332b785720,driving car,"[{'label': 'A', 'text': 'listening to the radio'}, {'label': 'B', 'text': 'car crash'}, {'label': 'C', 'text': 'moving'}, {'label': 'D', 'text': 'get sleepy'}, {'label': 'E', 'text': 'going someplace'}]","Dan is driving a car, though he's stopped at a light right now. What else can we assume that he's doing?","['driving', 'dan', 'car', 'assume', 'light']"
3531,E,3b719648cb771e75bfa9e039af336c1d,talk,"[{'label': 'A', 'text': ""don't interrupt""}, {'label': 'B', 'text': 'sit silently'}, {'label': 'C', 'text': 'keep silent'}, {'label': 'D', 'text': 'be silent'}, {'label': 'E', 'text': 'listening'}]","When someone talk, what does someone else usually do to the person talking?","['talking', 'talk', 'usually', 'person', 'does']"
3532,D,e45334327b6242ee9e4d66ff421c0cf3,parking lot,"[{'label': 'A', 'text': 'urban area'}, {'label': 'B', 'text': 'amusement park'}, {'label': 'C', 'text': 'house'}, {'label': 'D', 'text': 'business district'}, {'label': 'E', 'text': 'shopping center'}]",What type of area would you be entering if dressed in a suit when putting your car in a parking lot?,"['parking', 'suit', 'car', 'dressed', 'area']"
3533,D,05b823072e4712ca374db08f1b676781,ear,"[{'label': 'A', 'text': 'on the buffalo'}, {'label': 'B', 'text': ""person's head""}, {'label': 'C', 'text': 'side of head'}, {'label': 'D', 'text': 'ground'}, {'label': 'E', 'text': ""serial killer's bedroom""}]","The person wanted to use her ear to detect the buffalo herd, where did she put it?","['ear', 'detect', 'herd', 'buffalo', 'person']"
3534,B,654d482909bf5f110ab51de25eb74180,grooming,"[{'label': 'A', 'text': 'cleanliness'}, {'label': 'B', 'text': 'mistakes'}, {'label': 'C', 'text': 'brushing'}, {'label': 'D', 'text': 'beauty'}, {'label': 'E', 'text': 'satisfaction'}]",How would grooming lead to bald spots?,"['bald', 'grooming', 'spots', 'lead']"
3535,E,33137d515f93d7ba8853bfd0fba9dc9a,eat breakfast,"[{'label': 'A', 'text': 'eat food'}, {'label': 'B', 'text': 'open mouth'}, {'label': 'C', 'text': 'wake up'}, {'label': 'D', 'text': 'prepare breakfast'}, {'label': 'E', 'text': 'buy food'}]","If somebody was ready to eat breakfast they would enter the kitchen, but if it was barren they'd have to what?","['breakfast', 'barren', 'kitchen', 'eat', 'enter']"
3536,D,739ee9709d1b7266614c613f3143a3f7,bacteria,"[{'label': 'A', 'text': 'sores'}, {'label': 'B', 'text': 'septic tank'}, {'label': 'C', 'text': 'petri dish'}, {'label': 'D', 'text': 'mouth'}, {'label': 'E', 'text': 'finger'}]",Where is a very bad place for bad bacteria?,"['bacteria', 'place', 'bad']"
3537,A,11ce180b6c8d44c56e825bde9dee19e5,potato,"[{'label': 'A', 'text': 'beef stew'}, {'label': 'B', 'text': 'restaurants'}, {'label': 'C', 'text': 'garden'}, {'label': 'D', 'text': 'steak house'}, {'label': 'E', 'text': 'cooking pot'}]",What is a good place for a potato to mix with other veggies?,"['potato', 'veggies', 'mix', 'place', 'good']"
3538,A,66e814abc34e8713bcb01c1bfbce866d,door with lock,"[{'label': 'A', 'text': 'house'}, {'label': 'B', 'text': 'garage'}, {'label': 'C', 'text': 'automobile'}, {'label': 'D', 'text': 'safe'}, {'label': 'E', 'text': 'trunk'}]",Which door with lock do you secure when running an errand?,"['door', 'lock', 'secure', 'errand', 'running']"
3539,D,5da84a39b16821ecd3da886ffaae7978,crab,"[{'label': 'A', 'text': 'cold water'}, {'label': 'B', 'text': 'aquarium'}, {'label': 'C', 'text': 'tidepools'}, {'label': 'D', 'text': 'pacific ocean'}, {'label': 'E', 'text': 'boiling water'}]","The crab realized that it was in danger at the Tokyo fish market, where did it run away to?","['crab', 'tokyo', 'fish', 'away', 'danger']"
3540,C,562bb53d60775efb58ef2135ce213602,water,"[{'label': 'A', 'text': 'ocean'}, {'label': 'B', 'text': 'humidifier'}, {'label': 'C', 'text': 'ice cube'}, {'label': 'D', 'text': 'drip'}, {'label': 'E', 'text': 'skating rink'}]",What could water turn into?,"['water', 'turn']"
3541,A,d3623cac7bab6333d6aa3ec00de4dbcb,submarine,"[{'label': 'A', 'text': 'shipyard'}, {'label': 'B', 'text': 'land'}, {'label': 'C', 'text': 'sea'}, {'label': 'D', 'text': 'shoot icbm missile'}, {'label': 'E', 'text': 'water'}]",From where is a submarine launched?,"['submarine', 'launched']"
3542,A,e04ae88d569eecd3b094612d5933891a,taking final exams,"[{'label': 'A', 'text': 'study'}, {'label': 'B', 'text': 'sweat'}, {'label': 'C', 'text': 'graduation'}, {'label': 'D', 'text': 'cheat'}, {'label': 'E', 'text': 'sleep'}]",What can you do before taking final exams to help with them?,"['exams', 'final', 'help', 'taking']"
3543,D,5dc3f232cedb8830032b2c69f269d68e,fall,"[{'label': 'A', 'text': 'getting hurt'}, {'label': 'B', 'text': 'ocean'}, {'label': 'C', 'text': 'stand up'}, {'label': 'D', 'text': 'standing'}, {'label': 'E', 'text': 'summer'}]",The teacher told the choir that they might faint and fall if they locked their knees while what?,"['choir', 'faint', 'knees', 'teacher', 'fall']"
3544,D,cf326bebb0e33982abf48faa1a90bf05,watch film,"[{'label': 'A', 'text': 'ike director'}, {'label': 'B', 'text': 'have fun'}, {'label': 'C', 'text': 'see what happens'}, {'label': 'D', 'text': 'interesting'}, {'label': 'E', 'text': 'pass time'}]","When someone is deeply involved while they watch a film, the film must be very?","['film', 'deeply', 'involved', 'watch']"
3545,D,e5f2a7d61c679dcf13d8ec9aa3cefdbd,great,"[{'label': 'A', 'text': 'small'}, {'label': 'B', 'text': 'horrible'}, {'label': 'C', 'text': 'awful'}, {'label': 'D', 'text': 'little'}, {'label': 'E', 'text': 'terrible'}]",He had a great time with his what brother?,"['brother', 'time', 'great']"
3546,E,046ec058ea1833db459693a3aecf00dc,friends,"[{'label': 'A', 'text': 'side with'}, {'label': 'B', 'text': 'hang out'}, {'label': 'C', 'text': 'go to the movies'}, {'label': 'D', 'text': 'understand each other'}, {'label': 'E', 'text': 'talking about'}]","When you are relaxing with friends, what are you doing if you discuss anything?","['relaxing', 'friends', 'discuss', 'doing']"
3547,E,3d54b59e14cf3785ca2f43a8cb50792d,person,"[{'label': 'A', 'text': 'get up'}, {'label': 'B', 'text': 'receive letters'}, {'label': 'C', 'text': 'cross street'}, {'label': 'D', 'text': 'give gifts'}, {'label': 'E', 'text': 'feel embarrassed'}]",What might happen to a person after falling?,"['falling', 'happen', 'person']"
3548,A,642b8fd1764160befc0efc8fa829282a,eating hamburger,"[{'label': 'A', 'text': 'have fun'}, {'label': 'B', 'text': 'indigestion'}, {'label': 'C', 'text': 'death'}, {'label': 'D', 'text': 'tasty'}, {'label': 'E', 'text': 'gas'}]","While eating a hamburger with friends, what are people trying to do?","['hamburger', 'eating', 'people', 'friends', 'trying']"
3549,E,bb4984cf7a3d64227175efb949f9c210,agreeing with,"[{'label': 'A', 'text': 'compliance'}, {'label': 'B', 'text': 'contract'}, {'label': 'C', 'text': 'harmony'}, {'label': 'D', 'text': 'employee'}, {'label': 'E', 'text': 'friendship'}]",Agreeing with someone who you have fun with can lead to what?,"['fun', 'agreeing', 'lead']"
3550,E,155c0ce6a35e192d5a2491611296b6b0,humans,"[{'label': 'A', 'text': 'excrete'}, {'label': 'B', 'text': 'cry'}, {'label': 'C', 'text': 'play piano'}, {'label': 'D', 'text': 'make mistakes'}, {'label': 'E', 'text': 'eat meat'}]","Humans often have hunting instincts, so what do they do?","['hunting', 'instincts', 'humans']"
3551,D,89664d34bf345c587855e5a2e25caf3b,buying products,"[{'label': 'A', 'text': 'online shopping'}, {'label': 'B', 'text': 'running out of money'}, {'label': 'C', 'text': 'debt'}, {'label': 'D', 'text': 'comparison shopping'}, {'label': 'E', 'text': 'overstocking'}]",Why would someone visit many stores before buying products?,"['stores', 'products', 'buying', 'visit']"
3552,A,0a360c7a9d38d711207263ddd437950a,party,"[{'label': 'A', 'text': ""friend's house""}, {'label': 'B', 'text': 'home'}, {'label': 'C', 'text': 'patio'}, {'label': 'D', 'text': 'fraternity house'}, {'label': 'E', 'text': 'boat'}]",As they left his house he insured them that it was okay they could come to the party too because it was taking place where?,"['party', 'insured', 'place', 'house', 'left']"
3553,D,a8ca26496ca4e7bf6bb2da88cd4f6db1,fire extinguisher,"[{'label': 'A', 'text': 'boat'}, {'label': 'B', 'text': 'apartment'}, {'label': 'C', 'text': 'public building'}, {'label': 'D', 'text': 'most businesses'}, {'label': 'E', 'text': 'chemistry lab'}]",What entity would have a fire extinguisher in their boardroom?,"['extinguisher', 'boardroom', 'entity']"
3554,C,690b4bbb24f500b2c30c7c3183065a5f,killing people,"[{'label': 'A', 'text': 'go home'}, {'label': 'B', 'text': 'sadness'}, {'label': 'C', 'text': 'retaliation'}, {'label': 'D', 'text': 'remorse'}, {'label': 'E', 'text': 'going to jail'}]",What is someone likely to do to someone accused of killing people they love?,"['accused', 'killing', 'people', 'love', 'likely']"
3555,C,4c7288260be3588e7c8aa2a4bb2f7282,person,"[{'label': 'A', 'text': 'buy a monkey'}, {'label': 'B', 'text': 'let himself go'}, {'label': 'C', 'text': 'buy clothes'}, {'label': 'D', 'text': 'bank money'}, {'label': 'E', 'text': 'catch cold'}]","A person doesn't have pants that fit, what should he do?","['pants', 'fit', 'person', 'doesn']"
3556,D,3b5f8cc94c494e6d382286e6774db368,horse,"[{'label': 'A', 'text': 'run quickly'}, {'label': 'B', 'text': 'pull wagon'}, {'label': 'C', 'text': 'go away'}, {'label': 'D', 'text': 'drink water'}, {'label': 'E', 'text': 'eat carrots'}]","Horses are big animals that get a lot of exercise.  Because he this, they need to do what?","['horses', 'animals', 'exercise', 'big', 'need']"
3557,B,afe4696381a5e4754b899ce08ee16a9b,sloth,"[{'label': 'A', 'text': 'forest canopy'}, {'label': 'B', 'text': 'nature preserve'}, {'label': 'C', 'text': 'zoo'}, {'label': 'D', 'text': 'tropical rainforest'}, {'label': 'E', 'text': 'commercial'}]",Where would you find a sloth that is not afraid of being hunted?,"['sloth', 'hunted', 'afraid']"
3558,C,de5ac3490be2480dff111b873790f4c0,trash,"[{'label': 'A', 'text': 'garbage dump'}, {'label': 'B', 'text': 'hospital'}, {'label': 'C', 'text': 'ground'}, {'label': 'D', 'text': 'landfill'}, {'label': 'E', 'text': 'parking lot'}]",Where does trash end up if you don't put it in a proper receptacle?,"['receptacle', 'trash', 'proper', 'don', 'end']"
3559,E,614a8841319430ac29b2c786bd8ad5dd,pool,"[{'label': 'A', 'text': 'backyard'}, {'label': 'B', 'text': 'ymca'}, {'label': 'C', 'text': 'at hotel'}, {'label': 'D', 'text': 'waterfall'}, {'label': 'E', 'text': ""neighbor's house""}]",Where is there likely to be a pool near your own home?,"['pool', 'near', 'home', 'likely']"
3560,A,3e0a0a88a22fa8914eafa71fd8dc49bf,skyscraper,"[{'label': 'A', 'text': 'new york city'}, {'label': 'B', 'text': 'big city'}, {'label': 'C', 'text': 'large city'}, {'label': 'D', 'text': 'metropolis'}, {'label': 'E', 'text': 'beach'}]",What is the biggest group of people on the east coast where you will find skyscrapers?,"['skyscrapers', 'coast', 'east', 'people', 'group']"
3561,C,00ea6f8c87daf4591a54b2a10e5ae623,backdrop,"[{'label': 'A', 'text': 'theater'}, {'label': 'B', 'text': 'theatre'}, {'label': 'C', 'text': 'stage show'}, {'label': 'D', 'text': 'photography studio'}, {'label': 'E', 'text': 'mini project'}]","The students helped build the backdrop, it was just one of the parts of putting on their little what?","['backdrop', 'students', 'little', 'build', 'putting']"
3562,A,7e44f56bc4d3083a611403242a73d18e,farmer,"[{'label': 'A', 'text': 'can produce'}, {'label': 'B', 'text': 'harvestation'}, {'label': 'C', 'text': 'water plants'}, {'label': 'D', 'text': 'produce food'}, {'label': 'E', 'text': 'rise early'}]",What is a convenient way for a farmer to preserve their crops?,"['crops', 'farmer', 'preserve', 'convenient', 'way']"
3563,C,f98236a80823152f6b63748e3c015fbf,fox,"[{'label': 'A', 'text': 'mountains'}, {'label': 'B', 'text': 'arctic tundra'}, {'label': 'C', 'text': 'great outdoors'}, {'label': 'D', 'text': 'open meadow'}, {'label': 'E', 'text': 'city'}]",Where can you enjoy a hike and maybe an enccouter with a fox?,"['hike', 'fox', 'enccouter', 'enjoy', 'maybe']"
3564,D,86b2717ef5ed3225f4cf5edcc7c0bd77,reception desk,"[{'label': 'A', 'text': 'large office'}, {'label': 'B', 'text': 'at hotel'}, {'label': 'C', 'text': 'building'}, {'label': 'D', 'text': 'real estate office'}, {'label': 'E', 'text': 'store room'}]","At reception desk John asked  to see a person who was helping him make a sale.  Lilly came out immediately and took him back to her space, and talked to him about his needs.  He said that he was willing to lower the price to 80,000 if it would sale faster.  Where might John be?","['john', 'sale', 'desk', 'price', 'reception']"
3565,C,8fda54a729ca7742ea78a25a34fa03ac,chair,"[{'label': 'A', 'text': 'kitchen'}, {'label': 'B', 'text': 'desk'}, {'label': 'C', 'text': 'office'}, {'label': 'D', 'text': 'bathroom'}, {'label': 'E', 'text': 'living room'}]",Where are folding chairs likely to be found?,"['chairs', 'folding', 'likely']"
3566,E,d803fb3928255a7c60dc1f41a54f5bf5,see story,"[{'label': 'A', 'text': 'sit down'}, {'label': 'B', 'text': 'would read'}, {'label': 'C', 'text': 'reading'}, {'label': 'D', 'text': 'remember'}, {'label': 'E', 'text': 'write down'}]","The journalist had a simple approach, see story; do what?","['journalist', 'approach', 'story', 'simple']"
3567,B,fadfb532ab8f9f5b9e9ee2558e94574d,stove,"[{'label': 'A', 'text': 'apartment'}, {'label': 'B', 'text': 'living room'}, {'label': 'C', 'text': 'boiling liquids like water'}, {'label': 'D', 'text': ""friend's house""}, {'label': 'E', 'text': 'restroom'}]","The stove had to be moved so the kitchen could be remodeled, where did it go?","['stove', 'kitchen', 'remodeled', 'moved', 'did']"
3568,D,66dfbb9ac15e1ac05cb021a19336a69c,patient,"[{'label': 'A', 'text': 'appear better'}, {'label': 'B', 'text': 'visit doctor'}, {'label': 'C', 'text': 'will to survive'}, {'label': 'D', 'text': 'take pills'}, {'label': 'E', 'text': 'pay bill'}]","Because he was a poor patient, what did he resist doing when nurses prompted him?","['patient', 'nurses', 'poor', 'resist', 'prompted']"
